Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Reoptimisation strategies for dynamic vehicle routing problems with proximity-dependent nodes","TOP","","32","1","10.1007/s11750-023-00656-6","Tiria AndersenShaun BelwardMangalam SankupellayTrina MyersCarla Chen","2024","http://link.springer.com/article/10.1007/s11750-023-00656-6","Article"
"Synchronizing vans and cargo bikes in a city distribution network","Central European Journal of Operations Research","","25","2","10.1007/s10100-016-0441-z","Alexandra AnderluhVera C. HemmelmayrPamela C. Nolz","2017","http://link.springer.com/article/10.1007/s10100-016-0441-z","Article"
"Solving school bus routing problems through integer programming","Journal of the Operational Research Society","","58","12","10.1057/palgrave.jors.2602305","T BektaşSeda Elmastaş","2007","http://link.springer.com/article/10.1057/palgrave.jors.2602305","Article"
"A column generation algorithm for the vehicle routing problem with soft time windows","4OR","","9","1","10.1007/s10288-010-0136-6","Federico LiberatoreGiovanni RighiniMatteo Salani","2011","http://link.springer.com/article/10.1007/s10288-010-0136-6","Article"
"Simulation-based evolution of resupply and routing policies in rich vendor-managed inventory scenarios","Central European Journal of Operations Research","","21","2","10.1007/s10100-011-0232-5","Stefan VonolfenMichael AffenzellerAndreas BehamEfrem LengauerStefan Wagner","2013","http://link.springer.com/article/10.1007/s10100-011-0232-5","Article"
"Fleet design optimisation from historical data using constraint programming and large neighbourhood search","Constraints","","21","1","10.1007/s10601-015-9203-0","Philip KilbyTommaso Urli","2016","http://link.springer.com/article/10.1007/s10601-015-9203-0","Article"
"Integrated optimization of feeder routing and stowage planning for containerships","Soft Computing","","25","6","10.1007/s00500-020-05456-9","Mingjun JiLingrui KongYunxiao Guan","2021","http://link.springer.com/article/10.1007/s00500-020-05456-9","Article"
"Greenhouse Gas Emissions Optimization for Distribution and Vehicle Routing Problem in a Poultry Meat Supply Chain in Two Phases: a Case Study in Iran","Process Integration and Optimization for Sustainability","","7","5","10.1007/s41660-023-00339-6","Farshid Riahi DorchehMisagh Rahbari","2023","http://link.springer.com/article/10.1007/s41660-023-00339-6","Article"
"Multi-objective vehicle routing and loading with time window constraints: a real-life application","Annals of Operations Research","","291","1 - 2","10.1007/s10479-019-03205-2","Xiang SongDylan JonesNasrin AsgariTim Pigden","2020","http://link.springer.com/article/10.1007/s10479-019-03205-2","Article"
"A responsive ant colony optimization for large-scale dynamic vehicle routing problems via pheromone diversity enhancement","Complex & Intelligent Systems","","7","5","10.1007/s40747-021-00433-7","Yansen SuJia LiuXiaoshu XiangXingyi Zhang","2021","http://link.springer.com/article/10.1007/s40747-021-00433-7","Article"
"Solving reverse logistics vehicle routing problems with time windows","The International Journal of Advanced Manufacturing Technology","","68","1 - 4","10.1007/s00170-012-4708-9","Sally KassemMingyuan Chen","2013","http://link.springer.com/article/10.1007/s00170-012-4708-9","Article"
"Comparative analysis of different crossover structures for solving a periodic inventory routing problem","International Journal of Data Science and Analytics","","14","2","10.1007/s41060-021-00280-2","Mohamed Salim Amri Sakhri","2022","http://link.springer.com/article/10.1007/s41060-021-00280-2","Article"
"Loading constraints for a multi-compartment vehicle routing problem","OR Spectrum","","40","4","10.1007/s00291-018-0524-4","Manuel OstermeierSara MartinsPedro AmorimAlexander Hübner","2018","http://link.springer.com/article/10.1007/s00291-018-0524-4","Article"
"Selective Backhauls in Truck Transport with Risk Mitigation: Large Belgian Retailer Case Study","Networks and Spatial Economics","","24","1","10.1007/s11067-023-09611-1","Kenneth StoopMario PickavetDidier CollePieter Audenaert","2024","http://link.springer.com/article/10.1007/s11067-023-09611-1","Article"
"A multi-period closed-loop supply chain network design with circular route planning","Annals of Operations Research","","","","10.1007/s10479-022-04848-4","Shuihua HanYudi MoLinlin ChenZongwei LuoCyril R. H. ForoponH. M. Belal","2022","http://link.springer.com/article/10.1007/s10479-022-04848-4","Article"
"Vehicle routing problem considering equity of demand satisfaction","Optimization Letters","","15","6","10.1007/s11590-021-01704-5","O. J. Ibarra-RojasY. Silva-Soto","2021","http://link.springer.com/article/10.1007/s11590-021-01704-5","Article"
"Learning 2-Opt Heuristics for Routing Problems via Deep Reinforcement Learning","SN Computer Science","","2","5","10.1007/s42979-021-00779-2","Paulo da CostaJason RhuggenaathYingqian ZhangAlp AkcayUzay Kaymak","2021","http://link.springer.com/article/10.1007/s42979-021-00779-2","Article"
"Balancing bike sharing systems with constraint programming","Constraints","","21","2","10.1007/s10601-015-9182-1","Luca Di GasperoAndrea RendlTommaso Urli","2016","http://link.springer.com/article/10.1007/s10601-015-9182-1","Article"
"The two-region multi-depot pickup and delivery problem","OR Spectrum","","40","4","10.1007/s00291-018-0534-2","Adria SorianoMargaretha GanstererRichard F. Hartl","2018","http://link.springer.com/article/10.1007/s00291-018-0534-2","Article"
"Evolution-inspired local improvement algorithm solving orienteering problem","Annals of Operations Research","","253","1","10.1007/s10479-016-2278-1","Krzysztof OstrowskiJoanna Karbowska-ChilinskaJolanta KoszelewPawel Zabielski","2017","http://link.springer.com/article/10.1007/s10479-016-2278-1","Article"
"Task scheduling system for UAV operations in indoor environment","Neural Computing and Applications","","31","9","10.1007/s00521-018-3373-9","Yohanes KhosiawanYoungsoo ParkIlkyeong MoonJanardhanan Mukund NilakantanIzabela Nielsen","2019","http://link.springer.com/article/10.1007/s00521-018-3373-9","Article"
"A dynamic programming operator for tour location problems applied to the covering tour problem","Journal of Heuristics","","23","1","10.1007/s10732-017-9324-2","Leticia VargasNicolas JozefowiezSandra Ulrich Ngueveu","2017","http://link.springer.com/article/10.1007/s10732-017-9324-2","Article"
"General variable neighborhood search approach to group steiner tree problem","Optimization Letters","","17","9","10.1007/s11590-022-01904-7","Luka MatijevićSlobodan JelićTatjana Davidović","2023","http://link.springer.com/article/10.1007/s11590-022-01904-7","Article"
"Parameter control of metaheuristics with genetic fuzzy systems","Evolutionary Intelligence","","4","3","10.1007/s12065-011-0059-y","Vitor MarquesFernando Gomide","2011","http://link.springer.com/article/10.1007/s12065-011-0059-y","Article"
"New neighborhood structures for the Double Traveling Salesman Problem with Multiple Stacks","TOP","","17","1","10.1007/s11750-009-0080-9","A. FelipeM. T. OrtuñoG. Tirado","2009","http://link.springer.com/article/10.1007/s11750-009-0080-9","Article"
"A UAV location and routing problem with spatio-temporal synchronization constraints solved by ant colony optimization","Journal of Heuristics","","25","4 - 5","10.1007/s10732-018-9389-6","Oktay YılmazErtan YakıcıMumtaz Karatas","2019","http://link.springer.com/article/10.1007/s10732-018-9389-6","Article"
"A set-covering formulation for a drayage problem with single and double container loads","Journal of Industrial Engineering International","","14","4","10.1007/s40092-018-0256-8","A. GhezelsofluM. Di FrancescoA. FrangioniP. Zuddas","2018","http://link.springer.com/article/10.1007/s40092-018-0256-8","Article"
"Ant colony optimization for Chinese postman problem","Neural Computing and Applications","","36","6","10.1007/s00521-023-09195-4","Giacinto Angelo SgarroLuca Grilli","2024","http://link.springer.com/article/10.1007/s00521-023-09195-4","Article"
"An introduction to swarming robotics: application development trends","Artificial Intelligence Review","","43","4","10.1007/s10462-013-9397-8","Z. Z. AbidinM. R. ArshadU. K. Ngah","2015","http://link.springer.com/article/10.1007/s10462-013-9397-8","Article"
"General modeling and optimization technique for real-world earth observation satellite scheduling","Frontiers of Engineering Management","","10","4","10.1007/s42524-023-0263-3","Feng YaoYonghao DuLei LiLining XingYingguo Chen","2023","http://link.springer.com/article/10.1007/s42524-023-0263-3","Article"
"Models and algorithms for the optimization of real-world routing and logistics problems","4OR","","14","3","10.1007/s10288-016-0318-y","Stefano Novellani","2016","http://link.springer.com/article/10.1007/s10288-016-0318-y","Article"
"Drone-assisted deliveries: new formulations for the flying sidekick traveling salesman problem","Optimization Letters","","15","5","10.1007/s11590-019-01492-z","Mauro Dell’AmicoRoberto MontemanniStefano Novellani","2021","http://link.springer.com/article/10.1007/s11590-019-01492-z","Article"
"Home care vehicle routing problem with chargeable overtime and strict and soft preference matching","Health Care Management Science","","24","1","10.1007/s10729-020-09532-2","Laura MalagodiEttore LanzaroneAndrea Matta","2021","http://link.springer.com/article/10.1007/s10729-020-09532-2","Article"
"Local container drayage problem with tractor and trailer operating in separable mode","Flexible Services and Manufacturing Journal","","27","2 - 3","10.1007/s10696-014-9190-2","Zhaojie XueWei-Hua LinLixin MiaoCanrong Zhang","2015","http://link.springer.com/article/10.1007/s10696-014-9190-2","Article"
"A hybrid genetic algorithm for the traveling salesman problem with drone","Journal of Heuristics","","26","2","10.1007/s10732-019-09431-y","Quang Minh HaYves DevilleQuang Dung PhamMinh Hoàng Hà","2020","http://link.springer.com/article/10.1007/s10732-019-09431-y","Article"
"Hybrid ant colony optimization algorithm applied to the multi-depot vehicle routing problem","Natural Computing","","19","2","10.1007/s11047-020-09783-6","Petr Stodola","2020","http://link.springer.com/article/10.1007/s11047-020-09783-6","Article"
"An analytical hierarchy process-based approach to solve the multi-objective multiple traveling salesman problem","Intelligent Service Robotics","","11","4","10.1007/s11370-018-0259-8","Sahar TriguiOmar CheikhrouhouAnis KoubaaAnis ZarradHabib Youssef","2018","http://link.springer.com/article/10.1007/s11370-018-0259-8","Article"
"The paired many-to-many pickup and delivery problem: an application","TOP","","23","1","10.1007/s11750-014-0335-y","Huey-Kuo ChenHuey-Wen ChouChe-Fu HsuehYen-Ju Yu","2015","http://link.springer.com/article/10.1007/s11750-014-0335-y","Article"
"Models and Algorithms for Multiagent Hierarchical Routing with Time Windows","Journal of Computer and Systems Sciences International","","62","5","10.1134/S106423072305009X","M. G. KozlovaD. V. LemtyuzhnikovaV. A. Luk’yanenkoO. O. Makarov","2023","http://link.springer.com/article/10.1134/S106423072305009X","Article"
"Solving the capacitated location-routing problem","4OR","","5","4","10.1007/s10288-007-0039-3","Caroline Prodhon","2007","http://link.springer.com/article/10.1007/s10288-007-0039-3","Article"
"A lexicographic maximin approach to the selective assessment routing problem","OR Spectrum","","45","1","10.1007/s00291-022-00687-8","Mohammadmehdi HakimifarVera C. HemmelmayrFabien Tricoire","2023","http://link.springer.com/article/10.1007/s00291-022-00687-8","Article"
"An integrated approach to the vehicle routing and container loading problems","OR Spectrum","","31","4","10.1007/s00291-008-0129-4","Ana MouraJosé Fernando Oliveira","2009","http://link.springer.com/article/10.1007/s00291-008-0129-4","Article"
"Hybrid Meta-Heuristic Algorithm for a Pickup and Delivery Problem of Ship Outfitting Pallets Distribution Considering Carbon Emissions","Journal of Shanghai Jiaotong University (Science)","","","","10.1007/s12204-024-2719-y","Ziyan Liu 刘子岩Zuhua Jiang 蒋祖华","2024","http://link.springer.com/article/10.1007/s12204-024-2719-y","Article"
"A Grouping Genetic Algorithm for the Pickup and Delivery Problem with Time Windows","OR Spectrum","","27","1","10.1007/s00291-004-0173-7","Giselher Pankratz","2005","http://link.springer.com/article/10.1007/s00291-004-0173-7","Article"
"The traveling salesman problem with drone resupply","OR Spectrum","","44","4","10.1007/s00291-022-00680-1","Michael DienstknechtNils BoysenDirk Briskorn","2022","http://link.springer.com/article/10.1007/s00291-022-00680-1","Article"
